name,gender,attribute,id
Ganelon,der,erbost,
Ganix,der,betrüblich,
Ganymedes,der,dickfellig,
Gar,der,knallhart,
Garaile,der,flegelhaft,
Garaona,der,ätzend,
Garbrand,der,unwillig,
Garibald,der,schäbig,
Garikoitz,der,tödlich,
Garin,der,gewichtig,
Garit,der,drakonisch,
Garner,der,kaltherzig,
Garnet,der,missgelaunt,
Garnier,der,unliebsam,
Garnot,der,außergewöhnlich,
Garnotin,der,ungesittet,
Garoa,der,eisig,
Garrat,der,bitterlich,
Garratt,der,primitiv,
Garrelt,der,unfreundlich,
Garrett,der,rücksichtslos,
Garrit,der,ärgerlich,
Garsille,der,flegelhaft,
Gartxot,der,heftig,
Gartzea,der,ungehobelt,
Gartzen,der,abweisend,
Gartzi,der,eisenfest,
Gascot,der,unerhört,
Gaskon,der,schnöde,
Gasteiz,der,übel,
Gastne,der,animalisch,
Gaston,der,unrecht,
Gau,der,traurig,
Gauanes,der,unkollegial,
Gauargi,der,wütend,
Gaubert,der,unpassend,
Gauchier,der,engherzig,
Gaude,der,eisig,
Gaudinus,der,aggressiv,
Gaueko,der,harsch,
Gaufrid,der,grauslich,
Gaufridus,der,schmerzlich,
Gaufroi,der,makaber,
Gauguein,der,autoritär,
Gaumardas,der,eisern,
Gaur,der,mürrisch,
Gaut,der,kannibalisch,
Gautbehrt,der,grell,
Gautelen,der,schief,
Gauterit,der,furchtbar,
Gauteron,der,angsterregend,
Gautier,der,zornig,
Gautzelin,der,unwahr,
Gauvain,der,brummig,
Gauzelen,der,quälerisch,
Gauzpert,der,wirksam,
Gavienus,der,leidvoll,
Gavin,der,frostklirrend,
Gavinus,der,herzlos,
Gawayne,der,diabolisch,
Gawen,der,arg,
Gawin,der,abschreckend,
Gawn,der,ungeschliffen,
Gawne,der,unbeeindruckt,
Gawter,der,ungehörig,
Gawyn,der,frostig,
Gawyne,der,unwillig,
Gaxan,der,kühl,
Gaylord,der,tyrannisch,
Gaztea,der,dornenreich,
Gebahard,der,ungesittet,
Geberic,der,hartherzig,
Gebhard,der,unselig,
Geboin,der,gefühllos,
Gebun,der,unpassend,
Geerd,der,schnöde,
Geertt,der,stark,
Geffe,der,erbittert,
Geffery,der,gravierend,
Geffrai,der,lächelnd,
Geffray,der,mörderisch,
Geffrei,der,kaltblütig,
Geffrey,der,herrisch,
Geffroi,der,engherzig,
Gefroi,der,greislich,
Gefroy,der,borstig,
Geike,der,gruslig,
Geleon,der,gnadenlos,
Gelfradus,der,gemütlos,
Gelimer,der,hemmungslos,
Gelis,der,ungesittet,
Gelo,der,kompromisslos,
Gelon,der,unlieb,
Gelther,der,viehisch,
Gemalfin,der,gefühllos,
Gembert,der,fühlbar,
Gemmel,der,harsch,
Genethlius,der,entschlossen,
Gennadios,der,greulich,
Gennadius,der,bejammernswert,
Gentian,der,grauenhaft,
Gentien,der,beträchtlich,
Gento,der,mitleidslos,
Gentza,der,heikel,
Geoff,der,grell,
Geoffrey,der,teilnahmslos,
Geoffroi,der,stark,
Geofridus,der,wollüstig,
Geordie,der,hingabefähig,
George,der,beklagenswert,
Georgie,der,quälend,
Georgius,der,griesgrämig,
Georgus,der,barbarisch,
Georgy,der,kannibalisch,
Ger,der,satanisch,
Gerald,der,knallhart,
Geraldo,der,gehörig,
Geraldus,der,unnachsichtig,
Gerard,der,unbeteiligt,
Gerardus,der,widerlich,
Gerasimos,der,unmenschlich,
Gerazan,der,rigoros,
Gerbert,der,unbeherrscht,
Gerbertus,der,gemeinschaftsfeindlich,
Gerbodo,der,kannibalisch,
Gerbotho,der,grausam,
Gerente,der,grob,
Gereon,der,erzürnt,
Gerfast,der,unangenehm,
Gergori,der,unerhört,
Gerhardus,der,ungenießbar,
Gerhart,der,widrig,
Gerier,der,verstimmt,
Gerin,der,harsch,
Gerjet,der,kaltschnäuzig,
Gerlach,der,bissig,
Gerlacus,der,indigniert,
Gerland,der,haarsträubend,
Germanus,der,gesinnt,
Gernandus,der,handfest,
Gerner,der,brummig,
Gernier,der,straff,
Gero,der,martervoll,
Gerold,der,apodiktisch,
Geroldin,der,unbewegt,
Geroldus,der,disziplinarisch,
Gerolt,der,teilnahmslos,
Gerontius,der,bejammernswert,
Gerould,der,bedrohlich,
Gerrart,der,abweisend,
Gerrit,der,gruselig,
Gerulf,der,niederträchtig,
Gerung,der,widersprüchlich,
Geruntius,der,teilnahmslos,
Gervais,der,grantig,
Gervaise,der,achtlos,
Gervas,der,unkultiviert,
Gervasius,der,gemein,
Gervassius,der,gewichtig,
Gervès,der,handgreiflich,
Gervèse,der,wollüstig,
Gervesin,der,verflucht,
Gervesot,der,intensiv,
Gervis,der,gleichgültig,
Gerwald,der,menschenfeindlich,
Gesalec,der,schonungslos,
Gesimund,der,bissig,
Getica,der,wutentbrannt,
Geuffroi,der,ungenießbar,
Geve,der,beträchtlich,
Gevehard,der,empfindlich,
Gib,der,frostklirrend,
Gibbon,der,empört,
Gibby,der,qualvoll,
Gide,der,bedrohend,
Gidie,der,verdammt,
Gieffrinnet,der,bestialisch,
Gifardus,der,katastrophal,
Gifartus,der,wütend,
Gifemund,der,radikal,
Giff,der,beklemmend,
Gifford,der,schauderhaft,
Gigo,der,grausam,
Gil,der,erschröcklich,
Gilamu,der,herzlos,
Gilberd,der,totalitär,
Gilbertus,der,teuflisch,
Gildon,der,infernal,
Gile,der,misanthropisch,
Gilebert,der,unerträglich,
Gilebertus,der,wutschnaubend,
Gilebin,der,betäubt,
Gilen,der,unangenehm,
Gilesindo,der,ungerührt,
Gilet,der,abscheuerregend,
Gilibertus,der,heftig,
Gilius,der,scharf,
Gill,der,gemeinschaftsfeindlich,
Gillebertus,der,infernalisch,
Gilles,der,gespenstisch,
Gillet,der,wollüstig,
Gilliame,der,ätzend,
Gillius,der,verroht,
Gillot,der,verneinend,
Gillotin,der,menschenfeindlich,
Gilmyn,der,unnachsichtig,
Gilon,der,beklagenswert,
Gilonem,der,unartig,
Gilot,der,kompromisslos,
Gilow,der,unnachgiebig,
Gilpin,der,kränkend,
Gimmo,der,schauderbar,
Giorgius,der,dornig,
Gipp,der,schauderbar,
Giradin,der,scharf,
Giraldus,der,unheilvoll,
Girard,der,grausam,
Girardus,der,hartherzig,
Girars,der,bewusstlos,
Girart,der,dumm,
Giraud,der,empört,
Giraudus,der,unkollegial,
Giraut,der,unfreundlich,
Girbers,der,mitleidlos,
Giregilo,der,gruselig,
Giriaume,der,katastrophal,
Girk,der,brutal,
Giro,der,unmanierlich,
Giroldus,der,blutig,
Girout,der,missgelaunt,
Giselberdus,der,apodiktisch,
Giseler,der,kaltschnäuzig,
Gisfrid,der,radikal,
Gisilbehrt,der,lüstern,
Gisilbert,der,hartherzig,
Gislebertus,der,menschenfeindlich,
Giso,der,unselig,
Gisulf,der,arg,
Gizon,der,scheußlich,
Glaukias,der,seelenlos,
Glaukos,der,tadelnswert,
Glaumunt,der,unnachgiebig,
Glauperaht,der,kannibalisch,
Glycerius,der,hundekalt,
Glycon,der,peinigend,
Gnipho,der,unbewegt,
Goar,der,ätzend,
Gobelin,der,unempfindlich,
Gobert,der,schwer,
Gobin,der,fürchterlich,
Goce,der,medusisch,
Gocelinus,der,abgestumpft,
Godafre,der,skrupellos,
Godafried,der,kompakt,
Godard,der,zornig,
Godart,der,griesgrämig,
Godbert,der,ungenießbar,
Goddas,der,unglaublich,
Godebert,der,mitleidslos,
Godefray,der,unfreundlich,
Godefridus,der,schmerzhaft,
Godefroi,der,viehisch,
Godefroy,der,dornenvoll,
Godefry,der,unliebsam,
Godegisel,der,bedrohlich,
Godehard,der,frostklirrend,
Godeheard,der,furchterregend,
Godelot,der,unmenschlich,
Godepert,der,schröcklich,
Godesmannus,der,widrig,
Godet,der,handfest,
Godewinus,der,labil,
Godfery,der,erschröcklich,
Godfree,der,triebhaft,
Godfreed,der,ruppig,
Godfrey,der,hingabefähig,
Godfry,der,empört,
Godichal,der,apodiktisch,
Godigisclus,der,ungehörig,
Godila,der,tyrannisch,
Godilas,der,autoritär,
Godin,der,schlagend,
Godobald,der,verächtlich,
Godohelm,der,unnachsichtig,
Godscalcus,der,dickfellig,
Goduin,der,schaudererregend,
Goduine,der,unbeschreiblich,
Godun,der,unangenehm,
Godvynus,der,unkultiviert,
Goeuuin,der,grantig,
Goffridus,der,beklagenswert,
Gogo,der,brutal,
Goi,der,gemeinschaftsfeindlich,
Goiaricus,der,hässlich,
Goin,der,sarkastisch,
Goisfrid,der,rüpelhaft,
Goisfridus,der,schwierig,
Goiz,der,wirksam,
Goizeder,der,verneinend,
Goldin,der,kühl,
Goldine,der,schauervoll,
Golding,der,lächelnd,
Goldkopf,der,ärgerlich,
Golduin,der,bedauerlich,
Goldwyn,der,teilnahmslos,
Golias,der,schief,
Gomeric,der,unempfänglich,
Gomesano,der,ungestüm,
Gonfroi,der,gewalttätig,
Gontier,der,gnadenlos,
Gora,der,gewichtig,
Gorbea,der,erbost,
Gordias,der,irrsinnig,
Goren,der,skrupellos,
Gorgias,der,frostig,
Gorgion,der,rau,
Gorgos,der,streng,
Gorgythion,der,blutig,
Gorka,der,beklagenswert,
Gorosti,der,tadelnswert,
Gorri,der,gewissenlos,
Gosbert,der,bedauerlich,
Goscelin,der,primitiv,
Goscelinus,der,rabiat,
Gosfridus,der,derb,
Gotteschalk,der,bedrohlich,
Gottschalk,der,unartig,
Gotwinus,der,ungesittet,
Gotzon,der,dornig,
Gotzstaf,der,unnahbar,
Goubert,der,grell,
Goumelet,der,gemütsarm,
Gourdet,der,schauderbar,
Gouththas,der,triebhaft,
Gouzlim,der,skandalös,
Gozbert,der,schrecklich,
Gozelinus,der,kompakt,
Gozolon,der,unausstehlich,
Gracien,der,mürrisch,
Gracyen,der,verflucht,
Gralam,der,gestählt,
Grandoye,der,entschieden,
Granville,der,schaudervoll,
Gratian,der,schaudervoll,
Grawo,der,herb,
Grefin,der,gewissenlos,
Greg,der,dornig,
Grege,der,verächtlich,
Gregoras,der,traurig,
Gregorius,der,verdammt,
Gregour,der,benommen,
Grenville,der,unheilvoll,
Grifo,der,drastisch,
Grifon,der,gewaltsam,
Grigge,der,einschneidend,
Grimald,der,schreckenerregend,
Grimaldus,der,unheimlich,
Grimbald,der,dickfellig,
Grimbaldus,der,unbeschreiblich,
Grimbaud,der,empfindungslos,
Grimbol,der,blutig,
Grimbold,der,erbost,
Grimoald,der,gemütsarm,
Grimold,der,gruselig,
Gringoire,der,eisern,
Gris,der,eisern,
Grisigion,der,ausschweifend,
Grisigon,der,stark,
Gryllus,der,erzürnt,
Gualter,der,heillos,
Gualterius,der,gewaltsam,
Gualtier,der,unliebenswürdig,
Guarin,der,haarsträubend,
Guarinet,der,gleichgültig,
Guarinus,der,unwahr,
Guarnier,der,horrend,
Guenes,der,inhuman,
Guérart,der,peinigend,
Gueri,der,gravierend,
Guérin,der,fürchterlich,
Guerinnet,der,abschreckend,
Guermont,der,inhuman,
Guernier,der,ungehalten,
Guernon,der,martervoll,
Guernot,der,brüsk,
Gui,der,tyrannisch,
Guiart,der,engherzig,
Guibe,der,wutschäumend,
Guibert,der,böse,
Guibour,der,totalitär,
Guichard,der,grob,
Guido,der,schaudererregend,
Guigue,der,eisern,
Guilhabert,der,unnachsichtig,
Guilhem,der,grob,
Guilielm,der,satanisch,
Guillame,der,intensiv,
Guillaume,der,drastisch,
Guille,der,beträchtlich,
Guillelmus,der,satanisch,
Guillemaque,der,diabolisch,
Guillemet,der,schmerzlich,
Guillemin,der,wütend,
Guillemot,der,handgemein,
Guillot,der,lüstern,
Guillotin,der,stumpfsinnig,
Guimar,der,graus,
Guimart,der,unsanft,
Guimer,der,dornenvoll,
Guimond,der,unbarmherzig,
Guineboud,der,bedauerlich,
Guinemant,der,schrecklich,
Guinemanz,der,grässlich,
Guinemar,der,unmenschlich,
Guinemat,der,widersprüchlich,
Guiot,der,ungerecht,
Guiraud,der,menschenfeindlich,
Guiraudet,der,roh,
Guiscard,der,unzugänglich,
Guischard,der,unartig,
Gumpert,der,fanatisch,
Gundehar,der,martervoll,
Gundiok,der,erzürnt,
Gundo,der,animalisch,
Gundoald,der,grauslich,
Gundobad,der,außergewöhnlich,
Gundobald,der,ungenießbar,
Gunnulf,der,quälend,
Guntard,der,außergewöhnlich,
Gunter,der,vehement,
Gunteric,der,frostig,
Gunterius,der,ekelhaft,
Gunterus,der,unerbittlich,
Gunthar,der,unausstehlich,
Gunthigis,der,heikel,
Guntmar,der,beängstigend,
Guntramn,der,ärgerlich,
Guntramus,der,mörderisch,
Gunutz,der,bedenklich,
Gunzelinus,der,flegelhaft,
Gurgos,der,handgemein,
Gurutz,der,kalt,
Gusso,der,unnahbar,
Gutthikas,der,rüpelhaft,
Gutxi,der,frostig,
Guyat,der,ekelhaft,
Guymar,der,verwerflich,
Guyon,der,verdammt,
Gwalter,der,barsch,
Gwatkin,der,schrecklich,
Gwychardus,der,schauerhaft,
Gwydo,der,schief,
Gy,der,zornig,
Gyffard,der,libidinös,
Gylaw,der,kannibalisch,
Gylbard,der,gehörig,
Gylbarde,der,medusisch,
Gylbart,der,wirksam,
Gylippos,der,indigniert,
Gylis,der,handgemein,
Gylmyne,der,gemütlos,
Gylys,der,dickfellig,
Gyrard,der,abgestumpft,
Gyras,der,eisenhart,
Gyrtias,der,unerträglich,
Haat,der,unbeteiligt,
Hab,der,rüpelhaft,
Habbe,der,borstig,
Habbie,der,abgründig,
Habbo,der,ätzend,
Habreham,der,tätlich,
Hacon,der,rüpelhaft,
Hacun,der,verflucht,
Hadubrand,der,hemmungslos,
Haemon,der,roh,
Hagarih,der,entschieden,
Hagen,der,übermäßig,
Haggith,der,furchterregend,
Hagias,der,unbeschreiblich,
Hagilo,der,wutentbrannt,
Hagnon,der,schreckbar,
Haguin,der,schauervoll,
Haiete,der,harsch,
Haimirich,der,leidvoll,
Haimmon,der,totalitär,
Haimo,der,unbeteiligt,
Haimona,der,hingabefähig,
Hairud,der,unempfänglich,
Haitz,der,saukalt,
Hal,der,beklemmend,
Halebran,der,rücksichtslos,
Halinard,der,beachtlich,
Halisthertes,der,gewalttätig,
Halius,der,greulich,
Halo,der,schlagend,
Haluin,der,bedauerlich,
Ham,der,unbeschreiblich,
Hamelen,der,blutdürstig,
Hamelin,der,unangenehm,
Hameline,der,betrüblich,
Hamelot,der,stumpfsinnig,
Hamen,der,quälend,
Hamett,der,herb,
Hamilax,der,schaudervoll,
Hamilcar,der,höllisch,
Hamiscora,der,unerträglich,
Hamlet,der,bitterkalt,
Hamlin,der,hundekalt,
Hamlyn,der,quälend,
Hammond,der,stumpf,
Hamnet,der,grantig,
Hamon,der,gallig,
Hamond,der,scharf,
Hamonet,der,abweisend,
Hampsicora,der,missgelaunt,
Hamund,der,eisern,
Handi,der,erbittert,
Hank,der,abscheuerregend,
Hankin,der,mitleidslos,
Hann,der,quälend,
Hannes,der,ungut,
Hanni,der,mitleidslos,
Hannibal,der,grausig,
Hannibalianus,der,furchtbar,
Hanno,der,lächelnd,
Hannon,der,wutentbrannt,
Hano,der,unkultiviert,
Hanot,der,beträchtlich,
Hanry,der,dornig,
Hans-Ruedi,der,unwillig,
Hapertus,der,lächelnd,
Haquin,der,grantig,
Harald,der,gleichgültig,
Haraldus,der,außerordentlich,
Harber,der,unerhört,
Harbert,der,primitiv,
Harchier,der,leidenschaftslos,
Harde,der,aggressiv,
Hardegin,der,wutschnaubend,
Hardi,der,erbost,
Harding,der,erbost,
Hardouin,der,ekelhaft,
Harduinus,der,primitiv,
Haribehrt,der,betrüblich,
Hariberct,der,derb,
Hariman,der,leidenschaftslos,
Harimann,der,schauerlich,
Haritz,der,diabolisch,
Haritzeder,der,zornig,
Hariwald,der,katastrophal,
Harkaitz,der,empfindungslos,
Harm,der,verabscheuenswürdig,
Harman,der,ärgerlich,
Harmatidas,der,ungestüm,
Harmocydes,der,kummervoll,
Harmodios,der,dumpf,
Harmon,der,dumm,
Haroldus,der,unwillig,
Harpagos,der,beträchtlich,
Harpalion,der,unwahr,
Harpalos,der,dornenvoll,
Harpernus,der,empfindungslos,
Harpocras,der,traurig,
Harri,der,beklemmend,
Harry,der,eiskalt,
Hartmannus,der,übermäßig,
Hartmudus,der,gräulich,
Hartmut,der,unlieb,
Hartz,der,niederträchtig,
Hary,der,gallig,
Hascouf,der,medusisch,
Hasdrubal,der,albtraumhaft,
Hats,der,verstimmt,
Hauwe,der,quälend,
Haveron,der,unempfindlich,
Hawkin,der,roh,
Haymo,der,lächelnd,
Hebert,der,schreckbar,
Hecataeus,der,beklemmend,
Hecelin,der,unwillig,
Hedlef,der,beträchtlich,
Hegesandros,der,infernalisch,
Hegesistratos,der,mürrisch,
Hegetoridas,der,grobschlächtig,
Hegoi,der,misslich,
Heibert,der,ordentlich,
Heidolfus,der,schlecht gelaunt,
Heimart,der,erbittert,
Heimeri,der,unkollegial,
Heimerich,der,unsanft,
Heimon,der,libidinös,
Heine,der,grob,
Heinricus,der,primitiv,
Heinz,der,schaurig,
Heirax,der,gefühlskalt,
Heiron,der,rabiat,
Hektor,der,grässlich,
Helain,der,tödlich,
Heldebald,der,unlieb,
Heldefredus,der,dornenreich,
Helenos,der,stark,
Helfricus,der,heillos,
Helgaud,der,abscheulich,
Helgesippos,der,energisch,
Helgot,der,außergewöhnlich,
Helicaon,der,verdammt,
Helinand,der,satanisch,
Heliodorus,der,gramvoll,
Helios,der,schlecht gelaunt,
Helisachar,der,autoritär,
Helladius,der,heillos,
Helle,der,herb,
Helmhart,der,bestialisch,
Helouyn,der,empfindlich,
Heloynet,der,bedenklich,
Hemarc,der,streng,
Hemart,der,schäbig,
Hemeri,der,verwerflich,
Hemmet,der,bedenkenlos,
Hemmo,der,gewichtig,
Hemonnet,der,erzürnt,
Hendereye,der,kummervoll,
Hendry,der,ungehobelt,
Hene,der,gewaltig,
Henffen,der,unerhört,
Henfrey,der,quälerisch,
Henko,der,verächtlich,
Hennsmann,der,lächelnd,
Henricus,der,wutschäumend,
Henriet,der,beachtlich,
Henriot,der,verletzend,
Henseus,der,tierisch,
Hephaestos,der,ungeschliffen,
Heraclius,der,kaltschnäuzig,
Herakleides,der,unartig,
Herakleitos,der,frech,
Heraklides,der,schäbig,
Heral,der,beunruhigend,
Herald,der,irrsinnig,
Herauso,der,wirksam,
Herbelot,der,schreckenerregend,
Herbertus,der,energisch,
Herbrand,der,gruselig,
Herchembaut,der,scharf,
Herchier,der,rigoristisch,
Herculles,der,schlagend,
Herebert,der,ruppig,
Herensuge,der,diabolisch,
Hereuuard,der,drakonisch,
Herewardus,der,verletzend,
Herewart,der,unselig,
Heribehrt,der,streng,
Heribert,der,intensiv,
Heribrand,der,verflucht,
Herilo,der,herrisch,
Heriot,der,kannibalisch,
Hérique,der,schauderbar,
Herluin,der,brummig,
Herman,der,unbarmherzig,
Hermangild,der,martervoll,
Hermannus,der,erschröcklich,
Hermeias,der,kompromisslos,
Hermenfred,der,blutig,
Hermenigild,der,tyrannisch,
Hermenion,der,abschreckend,
Herment,der,apodiktisch,
Hermeros,der,flegelhaft,
Herminafrid,der,schreckhaft,
Hermippos,der,sündig,
Hermogenes,der,einschneidend,
Hermolaos,der,rücksichtslos,
Hermolycus,der,hässlich,
Hermon,der,albtraumhaft,
Hermongenes,der,inhuman,
Hermotimos,der,unzugänglich,
Hernais,der,tyrannisch,
Hernaudin,der,unausstehlich,
Hernaut,der,gemütsarm,
Hernays,der,seelenlos,
Hernegliscus,der,schaudererregend,
Hernouet,der,tadelnswert,
Hero,der,drakonisch,
Herodes,der,dornig,
Herodianus,der,flegelhaft,
Herodion,der,übellaunig,
Herold,der,ungesittet,
Herolt,der,lächelnd,
Heromenes,der,empfindungslos,
Herould,der,massiv,
Herriot,der,gravierend,
Herry,der,schaudererregend,
Hertwicus,der,betäubt,
Heruuord,der,unsentimental,
Herve,der,grauenerregend,
Herveus,der,wirksam,
Hervey,der,skandalös,
Hervi,der,heikel,
Herviet,der,unselig,
Hervisse,der,gruslig,
Hervoet,der,gnadenlos,
Hervouet,der,unzugänglich,
Hervy,der,medusisch,
Hesdin,der,scharf,
Hétouyn,der,schmerzhaft,
Hetzkinus,der,taktlos,
Heude,der,grauenhaft,
Heudebrand,der,barbarisch,
Heurle,der,unbeherrscht,
Hew,der,unangenehm,
Hewe,der,heftig,
Hewelet,der,widrig,
Hewelin,der,ungut,
Hewerald,der,kühl,
Hewet,der,gnadenlos,
Hewlett,der,schmerzlich,
Heymeri,der,kannibalisch,
Heymon,der,unausstehlich,
Hibai,der,apathisch,
Hibbe,der,unglaublich,
Hibbo,der,saukalt,
Hicetaon,der,hässlich,
Hick,der,unzugänglich,
Hicket,der,hundekalt,
Hickie,der,frostklirrend,
Hiero,der,hingabefähig,
Hieronymus,der,lüstern,
Higg,der,schrecklich,
Hildebad,der,bestimmt,
Hildebald,der,stumpfsinnig,
Hildeberht,der,bedauerlich,
Hildebold,der,ungut,
Hildebrand,der,unbarmherzig,
Hildebrandus,der,schauderbar,
Hildebrant,der,skrupellos,
Hildebrondus,der,unnachgiebig,
Hildegaud,der,gemeinschaftsfeindlich,
Hildeprand,der,haarsträubend,
Hilderic,der,misanthropisch,
Hilderith,der,gewichtig,
Hildibrand,der,albtraumhaft,
Hildigis,der,brutal,
Hilduin,der,makaber,
Hilfert,der,unmenschlich,
Hilmagis,der,übellaunig,
Himel,der,teuflisch,
Himerius,der,schreckbar,
Himi,der,wütend,
Himilco,der,geladen,
Himnerith,der,grauenhaft,
Hincmar,der,barsch,
Hinrich,der,medusisch,
Hipparchos,der,blutig,
Hipparinos,der,diabolisch,
Hippasus,der,unzivilisiert,
Hippias,der,horrend,
Hippocoön,der,abscheuerregend,
Hippoklides,der,gewaltig,
Hippokratides,der,beträchtlich,
Hippolytos,der,roh,
Hippomachos,der,grimmig,
Hippomenes,der,plump,
Hippon,der,unbeteiligt,
Hipponax,der,ungehörig,
Hipponicus,der,blutig,
Hipponous,der,kaltschnäuzig,
Hippotas,der,stumpfsinnig,
Hippothous,der,grantig,
Hippotion,der,unbeeindruckt,
Hique,der,tödlich,
Hiram,der,unglaublich,
Hiruz,der,handgemein,
Hisarna,der,empört,
Hitch,der,gestählt,
Hitchcock,der,handgemein,
Hitz,der,entsetzlich,
Hitzeder,der,animalisch,
Hlodver,der,mitleidslos,
Hluodohari,der,mitleidslos,
Hluodowig,der,eisenfest,
Hnaufridus,der,unbeschreiblich,
Hob,der,stumpf,
Hobard,der,saukalt,
Hobb,der,sadistisch,
Hobbie,der,inhuman,
Hocequin,der,gewalttätig,
Hodei,der,angsteinflößend,
Hodge,der,erschreckend,
Hodgkin,der,fanatisch,
Hohepa,der,bedenklich,
Hoiples,der,außerordentlich,
Hokianga,der,qualvoll,
Holger,der,radikal,
Holiver,der,unnachgiebig,
Holo,der,knallhart,
Homeros,der,peinigend,
Hone,der,unliebsam,
Honfroi,der,unmanierlich,
Honoratus,der,hart,
Honoré,der,blutdürstig,
Honorius,der,ungut,
Honot,der,beachtlich,
Hootje,der,unzivilisiert,
Hori,der,abgestumpft,
Hosbertus,der,dickfellig,
Hosebert,der,gemein,
Hosmundus,der,erschreckend,
Hosmunt,der,dumpf,
Hotch,der,disziplinarisch,
Hotu,der,bitter,
Hotys,der,unbewegt,
Hotz,der,rabiat,
Houdart,der,erbarmungslos,
Houdéet,der,steinern,
Houdin,der,bestimmt,
Houdoin,der,dornig,
Houdouyn,der,unnachsichtig,
How,der,schauderhaft,
Howard,der,leidig,
Howkin,der,gefühllos,
Hraban,der,fest,
Hremfing,der,bewusstlos,
Hroch,der,schief,
Hrodebert,der,unbeschreiblich,
Hrodgar,der,herrisch,
Hrodgaud,der,gruselig,
Hrodger,der,massiv,
Hrodo,der,ungehorsam,
Hrodric,der,lüstern,
Hrodrich,der,unerbittlich,
Hrodulf,der,mürrisch,
Hrotmar,der,handgreiflich,
Hrudolf,der,bestimmt,
Hruodiger,der,unwahr,
Hruodland,der,engherzig,
Hruodpehrt,der,entschlossen,
Huard,der,ernst,
Huart,der,frostig,
Hubard,der,unliebsam,
Hubelet,der,graus,
Hubertus,der,unheilvoll,
Hubie,der,grob,
Huchon,der,ekelhaft,
Hud,der,unzivilisiert,
Hudd,der,gewaltig,
Hudde,der,gruselig,
Hue,der,grausam,
Huebald,der,ungerührt,
Huelin,der,furchtbar,
Huet,der,interesselos,
Huffie,der,reserviert,
Hugelin,der,herb,
Huget,der,autoritär,
Hugethun,der,bitterkalt,
Huggett,der,abgründig,
Huggin,der,abschreckend,
Hugh,der,betrüblich,
Hughoc,der,erbarmungslos,
Hugi,der,verärgert,
Hugin,der,unglaublich,
Hugline,der,grauenhaft,
Hugo,der,unbeteiligt,
Hugolinus,der,übel,
Hugon,der,grob,
Huguard,der,quälerisch,
Hugubehrt,der,gräulich,
Hugubert,der,greislich,
Hugue,der,dickfellig,
Huguenin,der,infernalisch,
Hugues,der,wutschäumend,
Huguet,der,verwerflich,
Huidelon,der,verärgert,
Huidemar,der,strikt,
Huirangi,der,heftig,
Huitace,der,eingeschlafen,
Hulmul,der,grobschlächtig,
Humbert,der,schonungslos,
Humfery,der,widersprüchlich,
Humfredus,der,missgelaunt,
Humfrey,der,schauderhaft,
Humfridus,der,haarsträubend,
Humfrye,der,grässlich,
Huml,der,schwierig,
Humph,der,knallhart,
Humpherus,der,hartherzig,
Humphery,der,unliebsam,
Humphrey,der,unglaublich,
Humpty,der,tadelnswert,
Hunald,der,unselig,
Hunberct,der,unsanft,
Huneric,der,falsch,
Hunfray,der,rüpelhaft,
Hunfrid,der,eingeschlafen,
Hunfridus,der,schauderhaft,
Hunigild,der,derb,
Hunimund,der,missmutig,
Hunout,der,unbeherrscht,
Hunulf,der,niederträchtig,
Hunumund,der,betäubt,
Huolo,der,handfest,
Huon,der,unsentimental,
Huoul,der,mitleidlos,
Hupertus,der,taktlos,
Hurko,der,außergewöhnlich,
Hurmio,der,rigoristisch,
Huroin,der,eingeschlafen,
Hurrey,der,schauderhaft,
Hustaz,der,brummig,
Hutch,der,stumpfsinnig,
Hutchin,der,drakonisch,
Hyakinthos,der,barbarisch,
Hydatius,der,unmenschlich,
Hylas,der,bedrohend,
Hyllos,der,leidvoll,
Hyllus,der,unzugänglich,
Hypatius,der,ruppig,
Hypeirochus,der,schauderbar,
Hypenor,der,derb,
Hyperenor,der,flegelhaft,
Hyperion,der,ungestüm,
Hypsenor,der,kolossal,
Hyrcanus,der,verneinend,
Hyrtacus,der,hässlich,
Hyrtius,der,bestimmt,
Iacobus,der,herb,
Iakchos,der,hingabefähig,
Iaki,der,krude,
Ialmenes,der,grell,
Iambulus,der,ungerührt,
Iamus,der,brüsk,
Ianto,der,unmenschlich,
Ianuarius,der,verabscheuenswürdig,
Iasos,der,gallig,
Iatragoras,der,misslich,
Iatrokles,der,leidig,
Iban,der,saukalt,
Ibanolis,der,niederträchtig,
Ibar,der,angsteinflößend,
Ibba,der,hundekalt,
Ibon,der,böse,
Ibykos,der,knallhart,
Icarion,der,mitleidslos,
Icarius,der,ungestüm,
Icarus,der,grässlich,
Idaeus,der,grob,
Idaios,der,destruktiv,
Idas,der,beachtlich,
Idomeneus,der,aggressiv,
Ieltxu,der,wutschäumend,
Ifebrand,der,furchterregend,
Ignace,der,ungehorsam,
Ignatius,der,seelenlos,
Igon,der,hochnäsig,
Ihazintu,der,hemmungslos,
Ihintza,der,menschenfeindlich,
Ihmel,der,kühl,
Iigo,der,niederträchtig,
Ikatz,der,herb,
Iker,der,egoistisch,
Ilari,der,menschenfeindlich,
Ilazki,der,rabiat,
Ilberd,der,schwierig,
Ilbert,der,abscheuerregend,
Ilbertus,der,steinern,
Ildebad,der,angsteinflößend,
Ilioneus,der,unsentimental,
Ilixo,der,abgestumpft,
Illart,der,terribel,
